Segment,Start,End,NGS_read_count,ACC_num,Resolution,Cells,Context,MOI,Time,Compartment,Replicate
PA,547,1570,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,547,1573,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,548,1378,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,551,1692,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,554,1752,4,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,555,1604,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,556,1876,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,558,1536,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,558,1549,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,559,1741,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,561,1570,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,564,1580,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,565,1576,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,573,1570,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,574,1499,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,574,1878,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,576,1428,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,581,1635,4,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,592,1754,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,610,1520,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,629,1861,4,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,643,1483,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,644,1259,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,646,1477,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,654,1879,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,669,1884,4,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,685,1466,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,726,1578,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,726,1645,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,783,1398,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,82,1953,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
PA,85,1632,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
HA,103,1570,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
HA,140,1561,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
HA,1546,1581,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
HA,165,1475,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
HA,168,1544,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
HA,174,1535,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
HA,193,1519,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
HA,197,1651,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
HA,210,1343,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
HA,216,1484,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
HA,218,1430,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
HA,219,1514,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
HA,220,1382,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
HA,224,1489,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
HA,268,1548,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
HA,26,61,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
HA,305,1432,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
HA,323,1370,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
HA,355,1211,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
HA,375,1399,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
HA,378,1165,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
HA,405,1348,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
HA,464,1471,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
HA,574,1453,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
HA,697,907,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
HA,92,1484,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
HA,94,1544,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
HA,97,1548,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NP,137,1544,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NP,152,1342,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NP,158,1319,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NP,223,1288,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NP,234,1277,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NP,240,1322,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NP,258,1199,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NP,279,1181,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NP,29,1541,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NP,326,670,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NP,328,1335,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NP,332,1159,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NP,419,1108,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NP,433,1020,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NP,452,1048,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NP,47,1541,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NP,548,1157,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NP,652,1048,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NP,924,1546,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NP,92,1542,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,123,1097,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,144,190,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,152,1069,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,155,1237,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,158,355,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,175,1091,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,186,1083,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,217,993,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,223,1098,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,230,1176,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,230,1181,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,259,1092,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,261,845,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,310,825,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,318,1174,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,340,930,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,345,1213,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,364,932,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,365,877,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,373,409,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,380,979,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,382,1030,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,382,926,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,392,1011,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,417,987,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,438,945,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,452,1244,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,474,899,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,478,895,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,483,981,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,484,793,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,535,1001,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NA,558,1189,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
M,25,895,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NS,146,696,3,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NS,198,606,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NS,198,676,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NS,200,646,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NS,206,599,9,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NS,215,644,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NS,217,629,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NS,223,584,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NS,231,591,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NS,236,616,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NS,237,692,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NS,238,586,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NS,241,730,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NS,257,582,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NS,271,695,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NS,31,589,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NS,345,602,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NS,356,516,2,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NS,375,583,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NS,391,619,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
NS,754,776,1,SRR10530643,bulk,MDCK,in vitro,10,12hpi,extracellular,2
